user_id,clicks,time_spent,purchase_count,page_views,cart_additions,customer_segment,month
13576,18,362,1000,78,1000,1,Nov
12708,10,338,1000,86,1000,1,Nov
15123,2,198,1000,93,1000,1,Dec
17685,7,355,1000,88,1000,1,Nov
15505,5,102,1000,90,1000,1,Oct
16496,3,308,1000,92,1000,1,Dec
14262,8,232,1000,87,1000,1,Dec
15106,5,251,1000,90,1000,1,Nov
18016,5,331,1000,90,1000,1,Nov
15367,4,218,1000,91,1000,1,Oct
12560,3,137,1000,91,1000,1,Dec
13552,12,249,1000,82,1000,1,Oct
16271,5,355,1000,89,1000,1,Dec
16369,3,178,1000,91,1000,1,Nov
16293,10,345,982,102,982,1,Nov
12656,5,216,1000,89,1000,1,Nov
13266,12,245,1000,82,1000,1,Nov
16224,4,192,1000,90,1000,1,Oct
15665,2,74,1000,92,1000,1,Jun
12406,2,161,1000,92,1000,1,Nov
12409,3,103,1000,91,1000,1,Sep
15628,9,362,1000,85,1000,1,Dec
15674,5,181,1000,88,1000,1,Sep
16735,5,255,1000,88,1000,1,Sep
14257,5,254,1000,88,1000,1,Oct
17738,4,262,1000,89,1000,1,Nov
18260,6,185,1000,86,1000,1,Jun
18179,6,327,1000,86,1000,1,Nov
16210,18,365,1000,74,1000,1,Dec
14748,5,339,1000,87,1000,1,Nov
17813,5,57,790,297,790,1,Nov
14898,6,347,1000,86,1000,1,Nov
13881,20,308,1000,72,1000,1,Dec
15563,4,336,1000,88,1000,1,Nov
13767,37,365,1000,55,1000,2,Dec
17213,7,326,1000,85,1000,1,Oct
12955,11,266,1000,81,1000,1,Dec
12598,8,275,1000,84,1000,1,Nov
15146,2,126,1000,90,1000,1,Jun
13115,4,172,1000,88,1000,1,Nov
12620,3,189,1000,89,1000,1,Nov
16379,4,74,1000,87,1000,1,Dec
12455,6,223,1000,85,1000,1,Sep
14844,4,177,1000,87,1000,1,Oct
17162,10,276,1000,81,1000,1,Nov
15241,8,216,1000,82,1000,1,Oct
17667,5,232,1000,85,1000,1,Oct
17451,7,104,1000,83,1000,1,Dec
12610,5,103,1000,85,1000,1,Nov
13421,2,249,1000,88,1000,1,Oct
12647,12,346,1000,78,1000,1,Nov
13510,4,182,1000,86,1000,1,Dec
12518,5,109,1000,84,1000,1,Dec
12383,5,167,1000,84,1000,1,Jun
13344,3,209,971,115,971,1,Oct
14684,5,336,853,231,853,1,Nov
14680,16,346,1000,73,1000,1,Nov
12948,7,248,1000,82,1000,1,Nov
16794,10,179,937,142,937,1,Dec
13627,5,298,1000,84,1000,1,Oct
12947,6,229,1000,83,1000,1,Jul
14234,4,35,963,122,963,1,Nov
15203,6,285,1000,82,1000,1,Nov
15218,11,308,1000,77,1000,1,Nov
17591,7,293,1000,81,1000,1,Sep
17754,5,259,1000,82,1000,1,Dec
14239,11,272,993,83,993,1,Oct
12935,7,317,1000,80,1000,1,Dec
13309,5,301,1000,82,1000,1,Dec
16003,5,329,1000,82,1000,1,Nov
13213,5,142,1000,82,1000,1,Oct
12408,5,227,1000,81,1000,1,Nov
17696,8,326,1000,78,1000,1,Nov
12758,2,159,1000,84,1000,1,Aug
16358,4,183,1000,82,1000,1,Dec
15321,3,220,1000,83,1000,1,Sep
12438,2,125,1000,84,1000,1,Nov
12429,4,356,1000,82,1000,1,Nov
14232,5,221,1000,81,1000,1,Oct
17001,11,358,1000,75,1000,1,Dec
16928,17,292,1000,69,1000,1,Sep
13199,38,363,1000,48,1000,2,Dec
12398,1,1,1000,85,1000,1,Oct
18229,20,361,1000,66,1000,1,Nov
14414,7,267,1000,79,1000,1,Sep
18116,8,296,848,230,848,1,Oct
12615,4,166,1000,82,1000,1,Dec
12782,5,352,1000,81,1000,1,Dec
12937,4,252,1000,81,1000,1,Nov
14245,2,43,976,107,976,1,May
16456,5,273,1000,80,1000,1,Sep
14282,15,364,1000,70,1000,1,Dec
14825,12,364,991,82,991,1,Dec
14709,13,343,1000,71,1000,1,Nov
16628,5,205,1000,79,1000,1,Nov
16618,5,291,1000,79,1000,1,Nov
13875,5,247,1000,79,1000,1,Oct
16168,27,359,1000,57,1000,1,Nov
13769,10,365,1000,73,1000,1,Dec
13381,6,267,1000,77,1000,1,Nov
16053,2,89,1000,81,1000,1,Nov
17509,8,5,1000,75,1000,1,Oct
16153,5,305,1000,78,1000,1,Oct
15704,4,75,1000,79,1000,1,Jul
16245,3,233,1000,80,1000,1,Nov
14309,9,350,1000,74,1000,1,Dec
12909,5,213,1000,78,1000,1,Oct
14700,3,206,1000,80,1000,1,Nov
13327,8,326,1000,74,1000,1,Nov
17491,10,365,1000,72,1000,1,Dec
17086,6,56,1000,76,1000,1,Dec
17282,3,169,1000,79,1000,1,Aug
16652,7,214,1000,74,1000,1,Oct
15140,7,211,1000,74,1000,1,Oct
14336,4,259,1000,77,1000,1,Nov
16076,10,205,1000,71,1000,1,Dec
12380,4,164,1000,77,1000,1,Nov
13048,4,312,1000,77,1000,1,Nov
13320,4,135,1000,77,1000,1,Sep
17768,3,157,1000,77,1000,1,Dec
13149,4,274,1000,76,1000,1,Nov
13851,3,192,1000,77,1000,1,Sep
13756,14,365,1000,66,1000,1,Dec
14913,4,323,1000,76,1000,1,Nov
15113,3,44,1000,77,1000,1,Nov
14312,6,290,1000,74,1000,1,Oct
12585,2,117,1000,77,1000,1,Apr
17389,34,330,1000,45,1000,2,Dec
14595,6,293,978,94,978,1,Nov
16201,4,106,1000,74,1000,1,Dec
14621,5,357,993,80,993,1,Dec
16191,13,357,1000,65,1000,1,Dec
16463,4,182,1000,74,1000,1,Nov
17188,7,351,1000,71,1000,1,Nov
16401,12,326,1000,66,1000,1,Dec
13162,4,212,1000,74,1000,1,Aug
15392,4,355,1000,74,1000,1,Dec
13722,3,151,1000,75,1000,1,Jul
15128,4,159,1000,74,1000,1,Oct
16570,10,296,1000,68,1000,1,Nov
18241,17,208,1000,60,1000,1,Nov
15291,15,348,1000,62,1000,1,Nov
17082,2,285,1000,75,1000,1,Nov
16013,47,365,1000,30,1000,2,Dec
12633,4,229,1000,73,1000,1,Oct
15187,16,210,1000,61,1000,1,Dec
13590,6,291,1000,70,1000,1,Nov
16951,3,169,1000,73,1000,1,Jul
14916,4,253,1000,72,1000,1,Sep
13982,4,326,1000,72,1000,1,Oct
16571,3,255,1000,73,1000,1,Nov
18242,4,141,1000,72,1000,1,Sep
12985,2,27,1000,73,1000,1,Dec
14051,23,365,1000,52,1000,1,Dec
12625,2,107,1000,73,1000,1,May
13435,7,183,1000,68,1000,1,Dec
16169,4,67,1000,71,1000,1,Dec
17949,45,365,1000,29,1000,2,Dec
16553,12,197,1000,62,1000,1,Jun
12364,4,104,1000,70,1000,1,Dec
14515,6,200,1000,68,1000,1,Nov
17272,4,220,1000,70,1000,1,Oct
16353,23,365,1000,51,1000,1,Dec
13157,4,248,1000,69,1000,1,Oct
17655,7,355,1000,66,1000,1,Nov
14407,6,169,1000,67,1000,1,Aug
15594,5,218,983,85,983,1,Nov
14292,9,275,1000,64,1000,1,Dec
17481,4,90,1000,69,1000,1,Dec
15838,19,356,1000,54,1000,1,Nov
17042,5,244,994,74,994,1,Dec
16985,10,341,1000,62,1000,1,Nov
13082,9,212,1000,63,1000,1,Aug
15365,7,289,1000,65,1000,1,Nov
17656,5,55,1000,67,1000,1,Sep
17470,5,323,1000,67,1000,1,Oct
14062,12,354,1000,60,1000,1,Nov
12704,8,162,1000,64,1000,1,Dec
16730,3,267,994,75,994,1,Oct
17512,10,272,1000,61,1000,1,Nov
18097,6,346,1000,65,1000,1,Dec
12840,4,82,1000,67,1000,1,Jul
12712,13,342,1000,58,1000,1,Nov
13265,5,220,1000,66,1000,1,Oct
15050,3,46,1000,68,1000,1,Nov
12590,2,1,1000,68,1000,1,May
14934,2,200,1000,68,1000,1,Sep
17490,7,175,1000,63,1000,1,Dec
14235,5,185,1000,65,1000,1,Sep
14315,6,221,1000,64,1000,1,Oct
14561,3,108,1000,67,1000,1,Sep
13316,4,217,1000,66,1000,1,Nov
16458,18,357,1000,52,1000,1,Dec
13777,33,365,1000,36,1000,2,Dec
12876,2,138,1000,67,1000,1,Oct
16128,5,264,988,76,988,1,Nov
13425,3,186,1000,66,1000,1,Aug
17381,29,363,1000,40,1000,1,Dec
14364,8,102,1000,61,1000,1,Aug
14226,5,240,1000,64,1000,1,Nov
14904,2,23,1000,66,1000,1,Dec
15117,5,200,1000,63,1000,1,Nov
17061,11,158,1000,57,1000,1,Sep
12684,7,205,1000,61,1000,1,Dec
13994,6,144,940,122,940,1,Dec
13475,4,107,1000,64,1000,1,Jun
14107,7,312,1000,61,1000,1,Oct
14258,9,328,1000,58,1000,1,Nov
14408,7,253,1000,60,1000,1,Nov
15814,4,33,1000,63,1000,1,Nov
18178,4,235,983,80,983,1,Aug
18188,3,275,1000,63,1000,1,Nov
17519,6,351,1000,60,1000,1,Nov
16394,5,232,1000,61,1000,1,Oct
17131,5,70,983,78,983,1,Dec
15831,3,265,1000,63,1000,1,Oct
15129,11,241,1000,54,1000,1,Oct
12826,7,362,1000,58,1000,1,Dec
13854,25,356,1000,39,1000,1,Dec
14032,11,364,1000,53,1000,1,Dec
17522,5,216,1000,59,1000,1,Dec
14064,5,245,1000,59,1000,1,Nov
12762,2,17,1000,62,1000,1,Dec
15660,9,340,1000,55,1000,1,Nov
16455,7,307,988,69,988,1,Oct
12928,5,323,1000,59,1000,1,Nov
12726,7,329,1000,57,1000,1,Nov
16341,4,176,1000,60,1000,1,Nov
13477,6,253,1000,57,1000,1,Nov
15785,5,262,1000,58,1000,1,Nov
12670,5,222,1000,58,1000,1,Nov
17554,5,146,1000,58,1000,1,Dec
16218,7,343,1000,56,1000,1,Nov
15240,5,267,1000,58,1000,1,Oct
12388,6,311,1000,57,1000,1,Nov
17702,4,175,1000,58,1000,1,Nov
13991,6,131,998,58,998,1,Nov
12645,4,282,1000,58,1000,1,Nov
15485,3,343,1000,59,1000,1,Nov
18263,3,226,1000,59,1000,1,Nov
15738,16,353,1000,46,1000,1,Nov
12407,5,214,1000,57,1000,1,Oct
18287,3,158,1000,59,1000,1,Oct
16126,4,267,1000,57,1000,1,Nov
14560,22,350,1000,39,1000,1,Dec
15465,18,349,1000,43,1000,1,Nov
16131,6,188,1000,55,1000,1,Oct
15981,8,286,1000,53,1000,1,Nov
13695,15,228,1000,46,1000,1,Nov
14775,3,313,1000,57,1000,1,Oct
14533,7,328,1000,53,1000,1,Nov
12906,5,66,1000,55,1000,1,Nov
13305,10,365,1000,50,1000,1,Dec
12594,10,285,1000,50,1000,1,Nov
13183,9,326,1000,51,1000,1,Dec
13429,4,64,1000,55,1000,1,Nov
17230,8,95,1000,51,1000,1,Mar
12619,9,237,1000,50,1000,1,Nov
15671,7,252,1000,52,1000,1,Nov
17809,12,357,1000,46,1000,1,Nov
17966,5,223,1000,53,1000,1,Nov
12901,28,261,1000,30,1000,1,Dec
16015,3,45,909,146,909,1,Dec
14005,5,206,1000,53,1000,1,Nov
13107,4,289,1000,54,1000,1,Oct
13630,7,280,1000,51,1000,1,Dec
15093,6,353,1000,52,1000,1,Nov
17634,9,301,840,209,840,1,Nov
13802,3,172,1000,55,1000,1,Jul
15245,3,127,1000,55,1000,1,Jul
15482,12,343,1000,46,1000,1,Nov
17311,2,238,1000,55,1000,1,Sep
12916,4,181,1000,53,1000,1,Jul
12674,4,169,1000,52,1000,1,Nov
15694,14,365,1000,42,1000,1,Dec
12910,8,218,1000,48,1000,1,Nov
15854,12,357,939,105,939,1,Dec
12356,3,302,1000,53,1000,1,Nov
13744,2,197,1000,54,1000,1,Sep
16600,6,334,1000,50,1000,1,Dec
17597,1,1,1000,55,1000,1,May
15410,8,177,1000,48,1000,1,Sep
12989,15,361,1000,41,1000,1,Dec
14776,11,261,1000,44,1000,1,Oct
17850,34,1,1000,21,1000,1,Dec
13520,6,312,1000,49,1000,1,Oct
12752,1,1,1000,53,1000,1,Sep
14739,7,363,1000,47,1000,1,Dec
17682,6,358,1000,48,1000,1,Nov
12483,8,322,1000,46,1000,1,Nov
15903,7,285,1000,46,1000,1,Nov
12747,11,365,1000,42,1000,1,Dec
15769,26,363,1000,26,1000,1,Dec
13521,3,8,736,313,736,1,Dec
14607,14,245,1000,38,1000,1,Nov
15799,3,258,955,94,955,1,Sep
12754,3,72,1000,49,1000,1,Apr
17669,7,206,1000,45,1000,1,Oct
14745,5,172,1000,46,1000,1,Aug
13692,3,211,1000,48,1000,1,Nov
12399,4,142,1000,47,1000,1,Aug
15977,2,21,1000,48,1000,1,Nov
15722,5,254,1000,45,1000,1,Nov
16954,9,358,1000,40,1000,1,Dec
17888,8,335,980,60,980,1,Nov
16359,9,324,1000,39,1000,1,Dec
17183,6,97,1000,42,1000,1,Dec
15625,4,131,1000,44,1000,1,Aug
17653,4,83,1000,44,1000,1,Nov
15289,3,220,1000,43,1000,1,Nov
14409,6,297,1000,40,1000,1,Sep
18094,7,210,1000,39,1000,1,Sep
13233,2,261,1000,43,1000,1,Sep
12500,11,310,1000,34,1000,1,Nov
16493,4,250,1000,40,1000,1,Sep
17173,8,125,1000,36,1000,1,Dec
15530,4,225,950,90,950,1,Nov
14673,5,364,1000,39,1000,1,Dec
16049,3,34,793,248,793,1,Oct
12576,5,268,967,72,967,1,Nov
15980,3,165,1000,40,1000,1,Sep
15939,15,241,1000,28,1000,1,Sep
17819,7,299,1000,36,1000,1,Sep
12931,15,336,1000,28,1000,1,Nov
17857,23,361,1000,19,1000,1,Dec
16209,5,157,1000,37,1000,1,Sep
15829,2,41,996,44,996,1,Sep
14866,12,355,1000,30,1000,1,Nov
16672,20,264,1000,22,1000,1,Dec
14251,5,55,1000,37,1000,1,Dec
12913,5,363,1000,37,1000,1,Dec
14466,7,343,1000,35,1000,1,Nov
13165,2,305,1000,40,1000,1,Oct
13726,2,61,1000,39,1000,1,Nov
17135,7,355,1000,34,1000,1,Nov
18139,6,1,1000,35,1000,1,Nov
14188,6,279,1000,34,1000,1,Nov
14019,3,91,1000,37,1000,1,Oct
16889,3,142,925,112,925,1,May
15201,5,160,1000,35,1000,1,Sep
14014,1,1,1000,39,1000,1,Sep
14583,5,200,792,243,792,1,Dec
13629,11,315,1000,28,1000,1,Nov
18092,11,363,1000,28,1000,1,Dec
14655,4,214,1000,35,1000,1,Dec
15067,3,204,954,82,954,1,Sep
18230,7,293,1000,32,1000,1,Nov
18144,12,365,1000,27,1000,1,Dec
15602,9,359,1000,30,1000,1,Dec
12657,4,67,1000,35,1000,1,Nov
15053,3,277,986,49,986,1,Dec
13450,6,191,1000,32,1000,1,Nov
13850,1,1,944,93,944,1,Aug
15815,5,196,1000,33,1000,1,Oct
13253,2,182,1000,35,1000,1,Jul
13026,5,274,1000,32,1000,1,Dec
16389,4,229,1000,33,1000,1,Oct
14397,19,210,1000,18,1000,1,Dec
13499,5,252,1000,31,1000,1,Nov
13685,7,57,1000,29,1000,1,Dec
18073,12,82,1000,23,1000,1,Aug
14676,6,251,1000,29,1000,1,Nov
18093,4,209,1000,31,1000,1,Sep
17705,9,298,963,63,963,1,Dec
14306,2,34,1000,33,1000,1,Oct
15024,10,357,920,105,920,1,Nov
13324,10,324,1000,25,1000,1,Nov
13989,2,173,1000,33,1000,1,Oct
13509,7,275,1000,27,1000,1,Dec
13868,2,31,1000,32,1000,1,Dec
15095,4,99,1000,30,1000,1,Aug
14921,2,171,953,78,953,1,Nov
12435,2,188,1000,31,1000,1,Sep
17924,7,361,1000,26,1000,1,Nov
18008,9,248,1000,24,1000,1,Sep
16567,2,142,996,34,996,1,May
15032,3,110,1000,29,1000,1,Mar
16669,3,54,888,141,888,1,Nov
13918,2,203,1000,30,1000,1,Oct
14038,3,128,965,64,965,1,Sep
17306,19,342,1000,13,1000,1,Nov
17396,8,332,1000,24,1000,1,Oct
17930,5,203,1000,26,1000,1,Nov
13516,3,217,985,43,985,1,Nov
15985,2,113,1000,29,1000,1,Aug
16333,22,302,1000,9,1000,1,Dec
14164,2,10,1000,28,1000,1,Sep
15826,3,154,963,64,963,1,Oct
13225,7,358,1000,23,1000,1,Dec
16122,4,293,1000,26,1000,1,Sep
17386,6,157,1000,23,1000,1,Dec
13941,5,350,1000,24,1000,1,Nov
12939,8,270,1000,21,1000,1,Oct
17873,5,293,1000,24,1000,1,Sep
16656,15,342,1000,14,1000,1,Nov
16380,1,1,1000,28,1000,1,Oct
13819,3,18,1000,26,1000,1,Feb
15270,7,294,1000,22,1000,1,Nov
15372,1,1,1000,27,1000,1,Jul
14997,3,131,1000,25,1000,1,Oct
18173,4,187,1000,23,1000,1,Sep
12348,4,282,1000,22,1000,1,Sep
13414,3,162,1000,23,1000,1,Jul
14443,4,314,938,84,938,1,Oct
17937,7,353,1000,19,1000,1,Dec
16751,1,1,1000,24,1000,1,Nov
17313,1,1,1000,24,1000,1,Nov
16681,6,180,1000,18,1000,1,Sep
17193,7,141,1000,17,1000,1,Nov
16107,7,165,1000,16,1000,1,Nov
16160,2,20,1000,20,1000,1,Oct
15971,12,293,1000,10,1000,1,Nov
15864,6,293,1000,16,1000,1,Nov
16249,5,186,950,67,950,1,Oct
15453,7,185,845,169,845,1,Dec
16182,4,222,1000,17,1000,1,Sep
14101,6,252,1000,15,1000,1,Sep
17133,7,250,1000,13,1000,1,Nov
14828,3,140,1000,17,1000,1,May
13784,11,322,1000,9,1000,1,Nov
12557,5,355,1000,15,1000,1,Nov
16682,5,183,1000,15,1000,1,Dec
16110,3,266,733,283,733,1,Oct
13297,4,59,963,52,963,1,Dec
12830,6,134,1000,13,1000,1,Nov
12664,9,314,1000,10,1000,1,Dec
13117,8,350,945,66,945,1,Nov
12377,2,39,944,72,944,1,Jan
16066,5,107,936,77,936,1,Nov
16948,3,187,1000,15,1000,1,Jul
12643,6,204,1000,11,1000,1,Aug
17388,4,209,1000,13,1000,1,Sep
13461,3,124,1000,14,1000,1,Nov
16027,6,210,1000,11,1000,1,Sep
18251,1,1,1000,16,1000,1,Sep
13094,12,347,1000,4,1000,1,Nov
17940,10,253,1000,6,1000,1,Oct
12454,1,1,1000,15,1000,1,Oct
15680,3,356,952,61,952,1,Nov
17354,1,1,1000,15,1000,1,Oct
12950,3,21,1000,13,1000,1,Dec
13953,7,345,1000,8,1000,1,Dec
12497,1,1,1000,14,1000,1,Sep
16966,7,231,1000,8,1000,1,Dec
13743,7,256,1000,8,1000,1,Dec
15299,7,304,1000,7,1000,1,Oct
12865,2,97,925,86,925,1,Nov
13892,4,219,983,26,983,1,Nov
17041,3,333,951,59,951,1,Nov
16989,6,143,1000,7,1000,1,Dec
13027,6,240,1000,6,1000,1,Aug
13882,5,61,953,54,953,1,Dec
13805,2,76,1000,10,1000,1,Oct
16000,3,1,1000,9,1000,1,Dec
15330,2,28,1000,10,1000,1,Nov
17317,3,43,1000,8,1000,1,Oct
18142,2,58,1000,9,1000,1,Jul
16460,3,53,879,128,879,1,Nov
14212,1,1,1000,9,1000,1,Sep
15620,3,301,915,92,915,1,Oct
16744,7,161,805,198,805,1,Nov
12798,3,160,1000,6,1000,1,Nov
13791,2,40,1000,7,1000,1,Aug
16041,3,110,1000,6,1000,1,Nov
14290,5,350,915,89,915,1,Nov
17787,4,218,910,94,910,1,Jul
15749,3,97,1000,5,1000,1,Apr
17353,2,25,1000,5,1000,1,Aug
17414,2,141,1000,5,1000,1,Oct
14887,1,1,1000,6,1000,1,Sep
13650,6,250,922,79,922,1,Nov
12868,6,187,928,72,928,1,Jun
16377,1,1,1000,5,1000,1,Mar
13848,3,273,1000,3,1000,1,Sep
15653,2,23,1000,4,1000,1,Sep
14609,4,224,1000,2,1000,1,Sep
12755,2,85,1000,4,1000,1,Mar
14124,1,1,1000,4,1000,1,Sep
16986,2,1,1000,3,1000,1,Nov
16308,4,223,1000,1,1000,1,Nov
16532,3,320,1000,2,1000,1,Nov
16446,2,204,1000,3,1000,1,Dec
18087,2,192,1000,2,1000,1,Sep
17553,1,1,1000,2,1000,1,Aug
12908,2,136,1000,1,1000,1,Jun
16754,1,1,1000,2,1000,1,Dec
12875,2,219,1000,1,1000,1,Jul
15195,1,1,1000,1,1000,1,Dec
15118,1,1,1000,1,1000,1,Jul
12346,1,1,1000,1,1000,1,Jan
13135,1,1,1000,1,1000,1,May
18133,1,1,1000,1,1000,1,May
14102,5,39,961,35,961,1,Dec
16927,3,245,993,5,993,1,Aug
16143,6,365,919,75,919,1,Dec
16551,3,240,970,26,970,1,Sep
14001,3,327,962,34,962,1,Oct
16637,4,193,927,66,927,1,Nov
17019,4,357,827,166,827,1,Nov
12599,7,275,956,32,956,1,Nov
14912,2,229,971,21,971,1,Nov
17590,3,37,828,162,828,1,Dec
16790,6,34,898,88,898,1,Dec
16531,7,338,915,68,915,1,Nov
16791,7,303,763,218,763,1,Nov
13659,2,115,894,92,894,1,May
17676,6,362,932,49,932,1,Dec
16929,7,151,929,51,929,1,Dec
13491,10,320,903,73,903,1,Oct
12759,3,223,902,81,902,1,Oct
16102,3,86,942,41,942,1,Oct
18096,3,52,825,157,825,1,Nov
17126,5,210,792,187,792,1,Jul
18061,10,344,955,18,955,1,Nov
16348,7,207,819,157,819,1,Nov
13014,10,270,905,67,905,1,Nov
12847,1,1,909,72,909,1,Nov
15841,4,266,942,36,942,1,Sep
16057,7,268,863,109,863,1,Nov
14640,6,203,886,87,886,1,Nov
16942,9,215,811,159,811,1,Nov
15983,4,351,892,82,892,1,Nov
13993,9,287,900,66,900,1,Oct
17090,7,349,921,45,921,1,Dec
17372,8,321,749,215,749,1,Oct
15506,3,116,848,121,848,1,Nov
18125,4,286,804,164,804,1,Nov
16045,4,170,897,71,897,1,Aug
13055,3,135,894,74,894,1,Sep
17790,14,338,836,121,836,1,Nov
15394,4,348,910,54,910,1,Nov
17088,4,225,868,96,868,1,Nov
12530,4,277,913,51,913,1,Oct
15827,14,299,882,72,882,1,Sep
13077,4,365,863,99,863,1,Dec
17884,4,365,854,107,854,1,Dec
13647,4,225,895,65,895,1,Nov
12963,8,357,881,75,881,1,Dec
15812,5,210,922,36,922,1,Aug
15953,8,354,892,63,892,1,Nov
14449,4,353,757,201,757,1,Nov
12523,11,312,865,84,865,1,Nov
15002,4,251,862,93,862,1,Aug
12653,2,147,919,37,919,1,Jul
15444,2,31,764,191,764,1,Nov
15192,3,245,918,36,918,1,Aug
15267,5,160,944,8,944,1,Nov
16317,3,177,890,64,890,1,Aug
12891,3,107,950,2,950,1,Jun
17147,4,289,882,68,882,1,Nov
15260,7,272,885,62,885,1,Aug
18219,10,365,885,58,885,1,Dec
16281,1,1,934,17,934,1,Sep
15933,3,65,885,63,885,1,Nov
15606,9,263,892,48,892,1,Oct
16992,5,274,860,84,860,1,Nov
14387,3,76,819,125,819,1,Nov
14935,1,1,935,10,935,1,Feb
13752,6,122,876,64,876,1,Aug
16244,2,160,855,88,855,1,May
12818,1,1,929,14,929,1,Mar
14461,3,113,766,173,766,1,Jul
12646,2,44,897,43,897,1,Dec
16083,2,259,908,31,908,1,Aug
13678,1,1,924,16,924,1,Jul
14587,9,312,761,170,761,1,Nov
13995,5,230,879,55,879,1,Nov
14506,5,351,730,204,730,1,Nov
15134,8,225,887,44,887,1,Nov
15796,8,301,861,70,861,1,Dec
15978,1,1,888,49,888,1,Sep
14669,3,90,775,158,775,1,Apr
16979,6,294,865,64,865,1,Dec
13208,6,250,804,124,804,1,Oct
14163,4,151,893,36,893,1,Sep
16332,7,277,801,125,801,1,Nov
18231,5,96,821,106,821,1,May
13232,7,230,778,147,778,1,Nov
15810,4,218,861,66,861,1,Sep
12775,5,294,877,47,877,1,Nov
12710,3,104,851,75,851,1,Sep
15947,1,1,898,29,898,1,Sep
12502,5,214,820,102,820,1,Sep
16515,5,259,833,89,833,1,Oct
17609,5,286,723,199,723,1,Oct
16748,5,316,880,42,880,1,Nov
14002,2,22,877,47,877,1,Jul
15253,5,153,866,52,866,1,Nov
13211,3,350,874,45,874,1,Nov
16709,5,197,851,64,851,1,Sep
15351,7,357,753,157,753,1,Nov
14297,4,257,865,48,865,1,Nov
12507,3,164,894,19,894,1,Jul
13890,10,357,831,74,831,1,Dec
14404,6,335,839,70,839,1,Nov
16295,4,54,841,70,841,1,Nov
16900,3,46,833,78,833,1,Nov
17175,4,252,866,42,866,1,Oct
12405,1,1,857,54,857,1,Jul
12611,1,1,846,65,846,1,Oct
13725,8,258,806,95,806,1,Oct
16120,4,1,878,26,878,1,Oct
17323,7,277,776,125,776,1,Nov
17461,3,6,799,104,799,1,Nov
17085,5,239,786,115,786,1,Aug
17073,4,91,759,142,759,1,Nov
16817,9,365,822,73,822,1,Dec
14083,9,365,732,162,732,1,Dec
13814,2,44,864,37,864,1,Sep
12457,7,172,843,53,843,1,Oct
13313,5,317,851,47,851,1,Nov
15370,7,291,830,65,830,1,Oct
12980,9,200,886,6,886,1,Jul
15782,3,79,864,34,864,1,Nov
17523,4,7,872,25,872,1,Nov
16466,7,258,789,103,789,1,Nov
16728,4,218,677,218,677,1,Oct
15315,2,51,862,35,862,1,Oct
13012,8,285,824,67,824,1,Nov
17205,1,1,884,13,884,1,Oct
14460,3,200,881,14,881,1,Aug
17739,7,348,861,29,861,1,Nov
12516,2,102,875,20,875,1,Sep
15426,5,350,674,217,674,1,Nov
13308,3,180,843,49,843,1,Nov
14723,6,361,695,193,695,1,Nov
13939,3,288,847,43,847,1,Nov
13186,3,89,820,69,820,1,Oct
17324,4,348,844,43,844,1,Nov
16644,2,34,826,62,826,1,Jun
16012,3,119,799,87,799,1,Nov
15916,8,350,757,124,757,1,Nov
17406,3,33,787,99,787,1,Jan
18130,3,41,824,58,824,1,Nov
15797,4,206,873,8,873,1,Aug
16079,3,23,864,18,864,1,Nov
17864,3,262,810,70,810,1,Nov
12381,5,115,808,70,808,1,Dec
14741,6,361,841,35,841,1,Nov
16880,7,158,753,121,753,1,Nov
16671,3,136,875,3,875,1,Nov
16326,14,328,709,158,709,1,Dec
18239,5,153,795,80,795,1,May
16859,2,116,827,50,827,1,Jul
18022,1,1,736,141,736,1,Nov
17932,3,182,789,84,789,1,Nov
14105,1,1,800,74,800,1,Apr
12412,3,94,829,43,829,1,Sep
14893,2,2,799,72,799,1,Nov
17054,5,216,804,64,804,1,Nov
14140,2,27,811,60,811,1,Dec
14878,9,345,802,62,802,1,Nov
13189,2,96,842,29,842,1,Nov
17562,7,159,817,48,817,1,Nov
12853,6,181,800,66,800,1,Jul
12778,6,292,825,40,825,1,Nov
15306,3,83,810,57,810,1,Oct
14383,3,125,817,49,817,1,Nov
15122,3,183,800,65,800,1,Aug
13495,5,360,829,34,829,1,Dec
12393,4,260,816,47,816,1,Sep
17100,2,1,800,65,800,1,Nov
17663,7,261,797,63,797,1,Nov
18161,5,304,812,49,812,1,Nov
13634,5,293,704,156,704,1,Nov
17350,4,42,795,66,795,1,Dec
14246,3,135,804,57,804,1,Aug
16434,7,270,767,88,767,1,Nov
15449,3,235,812,47,812,1,Nov
16969,3,152,816,42,816,1,Oct
16980,2,36,788,71,788,1,Mar
13203,4,232,800,56,800,1,Nov
15288,5,322,775,80,775,1,Oct
16688,4,59,804,52,804,1,Dec
15630,2,159,800,57,800,1,Oct
17004,2,46,819,38,819,1,Oct
15436,3,221,613,243,613,1,Nov
12843,8,198,781,69,781,1,Oct
17856,4,279,842,12,842,1,Dec
17802,3,290,752,102,752,1,Sep
13808,5,91,782,70,782,1,Dec
14180,25,361,719,112,719,2,Nov
13577,4,216,791,61,791,1,Nov
16711,5,354,833,18,833,1,Dec
18221,5,189,791,59,791,1,Nov
16949,6,312,791,57,791,1,Dec
16062,4,355,800,50,800,1,Nov
14487,6,341,735,112,735,1,Nov
17469,5,188,787,61,787,1,Nov
15681,5,255,816,32,816,1,Nov
17268,4,137,844,3,844,1,Aug
